TZ_CODE11,TZ_NAME11,SA2_11,SA2_NAME11,SA3_11,SA3_NAME11,SA4_11,SA4_NAME11,GSC District,LGA 2011 NAME,Precinct (Oct 16),ERP_2011,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056
6162,Burrill Lake,114011282,Ulladulla,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,xGSC Wollongong,Shoalhaven (C),Ulladulla,2200.00,2260.35,2284.72,2308.75,2330.25,2347.47,2364.68,2381.79,2399.03,2416.74
6165,Bawley Point,114011283,Ulladulla Region,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,xGSC Wollongong,Shoalhaven (C),Shoalhaven (C) (REM),2054.40,2222.02,2239.37,2256.65,2272.20,2284.67,2297.16,2309.59,2322.13,2335.02
6166,Berrara,114011283,Ulladulla Region,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,xGSC Wollongong,Shoalhaven (C),Shoalhaven (C) (REM),1271.00,1365.01,1372.06,1379.29,1385.89,1391.18,1396.55,1401.89,1407.28,1412.84
6167,Woodstock,114011283,Ulladulla Region,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,xGSC Wollongong,Shoalhaven (C),Shoalhaven (C) (REM),1479.60,1541.01,1556.03,1570.91,1584.26,1594.95,1605.66,1616.30,1627.02,1638.04
6744,Wattle Ponds,106011112,Singleton,10601,Lower Hunter,106,Hunter Valley exc Newcastle,xGSC Newcastle,Singleton (A),Singleton (A) (REM),1374.00,1950.97,2199.88,2282.42,2402.28,2555.12,2677.34,2753.51,2830.23,2907.59
6745,Singleton Heights,106011112,Singleton,10601,Lower Hunter,106,Hunter Valley exc Newcastle,xGSC Newcastle,Singleton (A),Singleton (A) (REM),2479.00,2312.96,2618.90,2712.69,2850.98,3023.10,3158.54,3248.22,3338.55,3429.63
6746,McDougalls Hill,106011112,Singleton,10601,Lower Hunter,106,Hunter Valley exc Newcastle,xGSC Newcastle,Singleton (A),Singleton (A) (REM),472.00,476.99,499.04,529.22,552.80,573.90,587.49,603.81,620.24,636.81
6747,Dunolly,106011112,Singleton,10601,Lower Hunter,106,Hunter Valley exc Newcastle,xGSC Newcastle,Singleton (A),Singleton (A) (REM),2875.00,2685.73,2809.31,2975.77,3107.27,3226.26,3303.15,3394.78,3487.07,3580.14
6748,Hunterview,106011112,Singleton,10601,Lower Hunter,106,Hunter Valley exc Newcastle,xGSC Newcastle,Singleton (A),Singleton (A) (REM),2723.00,2615.96,2737.86,2904.68,3034.62,3150.36,3224.93,3314.45,3404.62,3495.54
6749,Singleton,106011112,Singleton,10601,Lower Hunter,106,Hunter Valley exc Newcastle,xGSC Newcastle,Singleton (A),Singleton (A) (REM),6807.00,6474.26,6794.67,7208.67,7534.62,7827.23,8017.78,8240.53,8464.88,8691.11
6754,Broke,106011113,Singleton Region,10601,Lower Hunter,106,Hunter Valley exc Newcastle,xGSC Newcastle,Singleton (A),Singleton (A) (REM),1933.00,1958.18,2033.75,2137.28,2224.27,2308.71,2363.13,2428.41,2494.16,2560.46
6755,Glendon Brook,106011113,Singleton Region,10601,Lower Hunter,106,Hunter Valley exc Newcastle,xGSC Newcastle,Singleton (A),Singleton (A) (REM),2994.00,3071.95,3206.81,3391.53,3538.71,3673.41,3760.19,3864.39,3969.32,4075.14
958,Homebush Park Business Centre,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Homebush,1082.00,1232.97,1558.12,2002.87,2689.53,3907.05,4969.47,5958.80,6849.12,7362.91
959,Campus Business Park,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Homebush,0.00,2244.95,2347.47,2350.33,2731.48,4063.52,5483.04,6696.71,7696.83,8263.89
960,Courallie Ave and Telopea Ave,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Homebush,1702.00,2085.95,2577.74,2777.97,2927.97,3025.51,3233.60,3473.91,3716.28,3929.86
961,Flemington Markets_Flemington Station,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Homebush,478.56,368.15,2061.78,2453.32,2870.81,3425.83,3868.63,4238.98,4555.05,4849.19
962,Db Business Park,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),0.00,6.00,6.02,6.03,6.04,6.03,6.03,6.02,6.02,6.31
963,Homebush Station_North,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Homebush,2264.44,2899.46,4498.64,5716.02,6528.02,6878.86,6960.85,7111.27,7297.85,7701.91
964,Homebush West Public School,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),3773.00,4146.91,4505.55,4894.56,5114.09,5218.86,5463.47,5790.20,6227.74,6595.96
965,Homebush Boys High School,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),1494.00,1475.71,1561.50,1593.19,1628.04,1693.69,1790.85,1898.28,2027.86,2144.75
966,Homebush Station_South,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),2457.00,2606.34,3110.09,3245.17,3344.53,3465.52,3674.22,3927.27,4254.02,4510.21
969,Strathfield Station_North,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Canada Bay (A),Canada Bay (A) (REM),1704.00,2794.45,2998.31,3482.22,3881.75,4162.06,4329.94,4508.49,4688.05,4951.54
970,St John Of God Hospital Burwood,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Burwood (A),Strathfield,1558.00,1713.96,1931.24,1981.32,2030.70,2077.75,2136.95,2201.12,2268.90,2378.73
971,Strathfield Station_South,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield,1445.55,1647.77,1714.20,1727.13,1731.59,1745.54,1766.90,1787.14,1803.12,1888.82
972,St Patricks College,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),1686.28,1807.23,1874.14,1877.13,1894.47,1961.28,2048.27,2135.45,2232.13,2352.41
973,Strathfield Girls High School,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),1766.08,1731.05,1822.45,1893.28,1966.01,2083.87,2245.17,2420.40,2631.02,2791.38
974,Strathfield_Saint Peter and Paul Cathedral,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield,4098.64,4458.82,5101.28,5637.75,5874.44,5925.91,6024.65,6141.57,6273.82,6595.35
975,Santa Sabina College,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Burwood (A),Strathfield,2254.84,2407.79,2859.64,3083.75,3283.82,3473.39,3548.84,3635.86,3734.11,3919.24
976,Strathfield_Australia Post Letter Centre,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),0.00,0.00,397.60,398.25,398.47,398.27,397.94,397.71,397.55,417.12
977,Chalmers Rd School,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),1488.28,1516.97,1641.15,1643.17,1655.84,1711.60,1790.79,1874.61,1971.21,2079.33
978,Strathfield South High School,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),2176.12,2122.95,2268.79,2959.22,3101.23,3128.95,3193.40,3275.90,3378.99,3561.33
979,Strathfield_Kingsland Rd and Llandilo Av,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),1492.56,1513.97,1545.97,1547.84,1568.24,1643.87,1736.11,1824.40,1919.61,2025.62
980,Burwood_Emu St and Angel Rd,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Burwood (A),Burwood (Rem),956.16,935.07,1024.20,1106.85,1180.61,1244.86,1293.95,1349.79,1413.46,1484.65
981,Strathfield_Wallis Rd and Augusta St,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),1598.24,1672.96,1905.07,1970.29,1998.48,2015.44,2054.68,2104.02,2164.04,2275.06
982,Strathfield South Primary School,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),1876.25,1971.03,2288.21,2462.31,2538.53,2561.82,2609.43,2667.99,2737.85,2879.16
983,Strathfield_SouthDean St and Water St,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),3367.00,3726.92,4182.06,4435.29,4521.81,4552.93,4625.22,4713.63,4816.98,5060.12
984,Enfield Marsharlling Yards_East Side,120031397,Strathfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Strathfield (A),Strathfield (A) (REM),37.00,15.62,17.77,19.11,20.18,21.50,22.86,24.18,25.47,26.93
2800,Woronora Heights Shopping Centre,128021532,Engadine - Loftus,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),4010.00,3764.02,3769.92,3773.52,3775.50,3810.53,4010.13,4180.71,4311.51,4644.39
2801,Engadine_Kingswood Rd and Geneva Pl,128021532,Engadine - Loftus,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2270.00,2243.01,2244.62,2245.63,2246.21,2266.55,2382.74,2481.36,2556.44,2750.18
2802,Loftus Station_West,128021532,Engadine - Loftus,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),4164.00,4265.42,4312.38,4377.62,4459.22,4547.95,4700.22,4878.54,5089.53,5260.54
2803,Engadine,128021532,Engadine - Loftus,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2931.00,2879.01,2894.19,2923.30,2964.12,3019.21,3142.16,3264.74,3396.02,3519.69
2804,Engadine West Public School,128021532,Engadine - Loftus,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2073.26,2050.01,2067.57,2094.67,2130.06,2172.76,2257.67,2348.50,2450.80,2537.09
2805,Engadine_Wollybutt Rd and Achilles Rd,128021532,Engadine - Loftus,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2922.00,2880.01,2915.53,2968.68,3037.22,3112.18,3251.63,3418.20,3618.65,3740.11
2806,Yarrawarrah Shopping Centre,128021532,Engadine - Loftus,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),4353.00,4251.02,4267.75,4289.79,4316.69,4384.61,4651.55,4885.13,5087.29,5443.82
2807,Engadine Station,128021532,Engadine - Loftus,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3744.74,3981.29,4270.70,4490.30,4665.47,4826.86,5160.99,5501.04,5835.60,6358.90
2808,Higgerson Ave and Beethoven St,128021532,Engadine - Loftus,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2264.00,2322.42,2357.80,2400.31,2449.83,2532.00,2780.05,3006.55,3226.17,3470.52
2811,Heathcote Station_West,128021533,Heathcote - Waterfall,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3770.00,3739.23,3902.72,4039.16,4160.10,4266.60,4430.99,4617.86,4837.55,5005.37
2812,Heathcote Station_East,128021533,Heathcote - Waterfall,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2409.00,2433.54,2451.41,2466.39,2479.61,2507.31,2620.90,2722.73,2805.62,3003.59
2813,Waterfall Station,128021533,Heathcote - Waterfall,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),505.00,508.00,508.09,508.15,508.20,518.18,575.13,623.88,662.71,741.54
2816,Alfords Point North,128021534,Illawong - Alfords Point,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1666.00,1567.01,1567.28,1567.48,1567.62,1577.55,1635.88,1686.02,1723.85,1835.53
2817,Alfords Point,128021534,Illawong - Alfords Point,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1832.00,1698.01,1699.62,1700.61,1701.18,1717.45,1810.47,1889.77,1950.63,2103.74
2818,Illawong Village Shopping Centre,128021534,Illawong - Alfords Point,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3027.62,3006.01,3016.31,3023.55,3028.72,3059.67,3223.41,3366.81,3480.63,3760.99
2819,Menai High School,128021534,Illawong - Alfords Point,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),4706.38,4587.86,4613.71,4644.20,4679.28,4744.73,4969.87,5173.00,5354.92,5678.70
2822,Holsworthy West,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2823,Holsworthy,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2283.00,2373.01,2450.21,2527.27,2607.12,2682.89,2785.11,2909.96,3062.51,3164.66
2824,Menai Metro Shopping Centre,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Menai,3919.00,3764.19,3767.69,3773.11,3780.18,3846.29,4191.69,4488.31,4728.00,5206.12
2825,Menai,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1508.80,1583.01,1583.29,1583.48,1583.62,1592.79,1646.20,1691.66,1725.33,1830.96
2826,Bangor Shopping Centre,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),4430.13,4457.99,4471.91,4496.79,4530.86,4594.05,4795.42,4973.65,5134.80,5402.74
2827,Aquinas College,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3200.12,3072.17,3091.32,3136.26,3202.50,3277.91,3423.86,3601.25,3814.83,3940.93
2828,Bangor,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1954.63,1901.01,1930.05,1982.57,2054.92,2134.92,2285.24,2470.41,2698.90,2789.08
2829,Lucas Heights North,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),214.20,324.00,392.38,574.75,850.73,1168.38,1775.32,2518.62,3423.23,3546.85
2830,Barden Ridge,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),4310.12,4291.01,4325.39,4383.72,4462.42,4577.84,4868.77,5141.09,5423.96,5684.27
2831,Lucas Heights Research Laboratories,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2834,Caravan Head,128021536,Oyster Bay - Como - Jannali,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2581.00,2674.01,2706.34,2751.38,2807.79,2876.33,3011.77,3152.66,3309.76,3430.36
2835,Como Station,128021536,Oyster Bay - Como - Jannali,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3945.00,4073.02,4144.56,4238.93,4354.21,4476.54,4682.11,4929.19,5229.43,5405.36
2836,Oyster Bay,128021536,Oyster Bay - Como - Jannali,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2623.00,2643.01,2679.86,2734.28,2804.13,2880.45,3013.02,3171.34,3362.82,3476.21
2837,Bonnet Bay Shopping Centre,128021536,Oyster Bay - Como - Jannali,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2132.40,2190.01,2191.53,2192.48,2193.03,2211.30,2315.51,2403.82,2470.92,2650.11
2838,Kareela Shopping Centre,128021536,Oyster Bay - Como - Jannali,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2521.00,2597.01,2603.39,2612.12,2622.99,2651.18,2763.44,2861.14,2942.87,3118.07
2839,Jannali Station_East,128021536,Oyster Bay - Como - Jannali,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),4742.00,4708.78,4839.01,5035.60,5291.46,5542.46,5951.08,6448.09,7048.07,7289.89
2840,Jannali Station_West,128021536,Oyster Bay - Como - Jannali,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1995.60,2008.01,2139.74,2262.94,2385.13,2482.46,2574.60,2686.45,2819.30,2914.28
2841,Kareela Golf Course,128021536,Oyster Bay - Como - Jannali,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),944.00,944.00,951.53,968.92,994.49,1023.51,1080.89,1149.33,1228.13,1268.82
2844,Royal National Park Tram Station,128021537,Royal National Park,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2845,Royal National Park,128021537,Royal National Park,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),14.76,28.20,28.56,28.96,29.41,29.88,30.78,31.69,32.60,34.09
2848,Sutherland Council Depot,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1843.00,1898.01,1912.24,1934.84,1964.65,1996.88,2056.95,2129.00,2213.30,2285.81
2849,Sutherland,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2298.53,2593.97,2707.60,2972.69,3371.64,3681.10,3808.94,3969.69,4176.99,4383.89
2850,Sutherland Station_West,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland,3811.00,4149.62,4320.99,4606.11,4996.21,5295.55,5474.48,5684.92,5946.65,6165.31
2851,Kirrawee Industrial Area,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1338.47,1359.01,1407.73,1461.61,1521.44,1580.61,1682.35,1802.36,1936.88,2001.85
2852,Sutherland Station_East,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland,2165.00,2255.69,2392.70,2554.76,2745.98,2874.35,2927.88,3012.54,3105.61,3343.19
2853,Sutherland_Minerva School,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland,2641.00,3067.37,3136.88,3208.48,3285.19,3396.06,3780.52,4145.67,4495.34,4964.37
2854,Kirrawee Station,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),4319.20,4531.28,5431.81,6284.70,7013.85,7465.09,7776.00,8143.72,8623.67,8995.97
2855,Loftus Station_East,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2856,Kirrawee High School,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1742.80,1693.12,1712.49,1751.72,1807.53,1870.09,1988.23,2130.60,2298.95,2375.59
2900,Supa Centa,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),604.50,594.00,612.93,636.57,664.68,693.61,757.83,834.67,923.23,954.31
2901,Taren Point_Southern End,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3.50,3.00,3.00,3.00,3.00,4.34,11.80,17.99,22.67,30.33
2902,Sutherland Hospital,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Caringbah,2885.74,3117.24,3444.64,4074.36,4893.89,5479.99,5714.04,5995.65,6328.68,6617.62
2903,Caringbah_Yathong Rd and Carabella Rd,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3187.01,3305.02,3361.66,3428.17,3504.69,3649.88,4138.81,4570.12,4952.84,5396.87
2904,Caringbah Station,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Caringbah,2367.21,2620.17,2645.06,2681.99,2730.36,2782.67,2899.83,3016.30,3118.41,3337.03
2905,Caringbah Shopping Centre,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3520.00,3742.59,3829.87,3986.57,4205.36,4416.36,4733.67,5073.06,5422.78,5814.11
2906,Caringbah_Yathong Rd and Caringbah Rd,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2175.04,2351.01,2375.85,2422.23,2487.05,2561.34,2703.34,2855.69,3026.40,3136.17
2907,Caringbah_Willarong Rd and Lindsay St,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3074.00,3060.01,3101.52,3186.51,3307.79,3443.93,3709.16,4032.54,4420.82,4568.79
2908,Caringbah_Gannons Rd and Rawson Pde,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3258.00,3358.34,3455.00,3574.15,3714.87,3859.13,4150.40,4506.05,4934.52,5100.41
2909,Lilli Pilli,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3210.00,3300.02,3340.07,3379.40,3419.66,3481.05,3666.74,3833.56,3982.12,4206.89
2910,Dolans Bay,128011527,Caringbah - Lilli Pilli,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2530.00,2518.01,2543.81,2586.65,2644.07,2716.20,2883.19,3060.28,3256.89,3376.70
2913,Cronulla Stp,128011528,Cronulla - Kurnell - Bundeena,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2349.00,3231.02,3348.78,3429.43,3484.83,3750.09,5009.07,5995.65,6622.10,7766.05
2914,Woolooware High School,128011528,Cronulla - Kurnell - Bundeena,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1462.36,1547.01,2156.81,2544.23,2776.85,3075.04,4161.21,5069.77,5678.75,6772.51
2915,Cronulla High School,128011528,Cronulla - Kurnell - Bundeena,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),2036.00,2082.25,2112.77,2169.23,2247.99,2327.90,2440.27,2573.32,2725.13,2817.46
2916,Woolooware Station_North,128011528,Cronulla - Kurnell - Bundeena,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),1656.64,1728.80,1907.27,2035.58,2130.47,2204.09,2322.34,2442.86,2573.38,2672.57
2917,Cronulla_Elouera Rd and Kingsway,128011528,Cronulla - Kurnell - Bundeena,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Cronulla,3724.00,3938.40,3973.74,4068.10,4214.61,4322.04,4352.09,4397.78,4440.32,4645.53
2918,Woolooware Station_South,128011528,Cronulla - Kurnell - Bundeena,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),4303.00,4350.89,4388.92,4479.38,4613.86,4765.00,5041.11,5350.02,5705.37,5908.36
2919,Cronulla Station and Ferry Wharf,128011528,Cronulla - Kurnell - Bundeena,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Cronulla,3810.00,4110.19,4190.21,4285.85,4398.87,4482.35,4526.73,4587.37,4644.02,4870.93
2920,Cronulla,128011528,Cronulla - Kurnell - Bundeena,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Cronulla,3349.00,3563.37,3583.35,3653.18,3766.24,3862.18,3958.85,4068.33,4170.96,4421.39
2921,Burraneer Point,128011528,Cronulla - Kurnell - Bundeena,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,South,Sutherland Shire (A),Sutherland Shire (A) (REM),3500.00,3519.02,3575.31,3625.73,3673.58,3743.25,3944.28,4127.82,4286.04,4568.42
